Cable_A_Name,Cable_A_Dia_mm,Cable_A_Material,Cable_B_Name,Cable_B_Dia_mm,Cable_B_Material,Part_Number,NZ_Alpha_Short_Code,Chart_Source
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GRASSHOPPER,11.7,Aluminum,1-602031-7,Y2-28,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GRASSHOPPER,11.7,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HELIUM / GARNET,11.3,Aluminum,1-602031-7,Y2-28,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HELIUM / GARNET,11.3,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HELIUM / GARNET,11.3,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,7 / 144 ALI,11.0,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,7 / 144 ALI,11.0,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,7 / 144 ALI,11.0,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MINK / RANGO,10.98,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MINK / RANGO,10.98,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MINK / RANGO,10.98,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,70MM2 CU (19 / 2.14),10.7,Copper,3-276337-6,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,19 / 083 CU (65.1MM2),10.5,Copper,3-276337-6,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HAKE,10.41,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HAKE,10.41,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HAKE,10.41,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FLY / SNIPE,10.2,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FLY / SNIPE,10.2,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FLY / SNIPE,10.2,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RAVEN,10.11,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RAVEN,10.11,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RAVEN,10.11,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RABBIT,10.0,Aluminum,1-602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RABBIT,10.0,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,RABBIT,10.0,Aluminum,602002-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,19 / 072 CU,9.15,Copper,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FLUORINE,9.0,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,KUTU / FERRET,9.0,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,LAMPREY,8.97,Aluminum,1-602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,50MM2 CU (19 / 1.78),8.9,Copper,3-276337-9,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,LADYBIRD,8.4,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,LADYBIRD,8.4,Aluminum,602001-0,,White
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FOX,8.38,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FOX,8.38,Aluminum,602001-0,,White
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,19 / 064 CU (38.7MM2),8.13,Copper,3-276337-9,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SPARROW,8.13,Aluminum,602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SPARROW,8.13,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SPARROW,8.13,Aluminum,2-602031-8,,Blue
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,35MM2 CU (19 / 1.53),7.65,Copper,3-276337-9,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,CHLORINE,7.5,Aluminum,602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,CHLORINE,7.5,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,CHLORINE,7.5,Aluminum,2-602031-8,,Blue
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GOPHER / POKO,7.08,Aluminum,602031-8,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GOPHER / POKO,7.08,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GOPHER / POKO,7.08,Aluminum,2-602031-8,,Blue
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,BORON,6.8,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,FLOUNDER,6.7,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,GNAT,6.62,Aluminum,602000-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,19.052 CU (25.5MM2),6.6,Copper,4-276337-1,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,25MM2 CU (7 / 2.14),6.42,Copper,4-276337-1,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SWAN,6.35,Aluminum,602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SWAN,6.35,Aluminum,602013-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,7 / 080 CU,6.33,Copper,4-276337-1,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MAGPIE,6.33,Aluminum,602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MAGPIE,6.33,Aluminum,602013-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SQUIRREL / NAMU,6.33,Aluminum,602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,SQUIRREL / NAMU,6.33,Aluminum,602013-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HERRING / THRUSH,5.66,Aluminum,602031-9,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,HERRING / THRUSH,5.66,Aluminum,602013-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,ARGON,5.3,Aluminum,602013-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,ARGON,5.3,Aluminum,602014-0,,Blue
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,16MM2 CU (7 / 1.70),5.1,Copper,4-276337-2,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,MULLET,4.9,Aluminum,1-602031-0,,Yellow
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,7 / 064 CU (14.28MM2),4.88,Copper,4-276337-2,,Copper
37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,37 / .072 CU (95.3MM2),,Copper,3-276337-5,,Copper
WOLF,18.13,Aluminum,BUTTERFLY,23.2,Aluminum,1-602031-3,Y2-20,Yellow
WOLF,18.13,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,1-602031-3,Y2-20,Yellow
WOLF,18.13,Aluminum,COCKROACH,21.1,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,COCKROACH,21.1,Aluminum,1-602031-3,Y2-20,Yellow
WOLF,18.13,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,SPIDER,20.0,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,CHAFER,19.9,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,CHAFER,19.9,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,IBIS,19.89,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,IBIS,19.89,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,NEON,18.8,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,NEON,18.8,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,WOLF,18.13,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,WOLF,18.13,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-4,Y2-31,Yellow
WOLF,18.13,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,DINGO / WETA,16.75,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,KRYPTON,16.3,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,KRYPTON,16.3,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,KRYPTON,16.3,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,HORNET,16.25,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,HORNET,16.25,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,HORNET,16.25,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,CRICKET,16.1,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,CRICKET,16.1,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,CRICKET,16.1,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,WAXWING,15.94,Aluminum,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,WAXWING,15.94,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,WAXWING,15.94,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,1-602031-5,Y2-21,Yellow
WOLF,18.13,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,602006-0,,Yellow
WOLF,18.13,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,602006-0,,Yellow
WOLF,18.13,Aluminum,BEE,14.71,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,BEE,14.71,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,19 / 116 CU,14.7,Copper,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,19 / 116 CU,14.7,Copper,602006-0,,Yellow
WOLF,18.13,Aluminum,IODINE,14.3,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,IODINE,14.3,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,602006-0,,Yellow
WOLF,18.13,Aluminum,HARE,14.17,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,HARE,14.17,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,HARE,14.17,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,HARE,14.17,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,DOG / WEKE,14.16,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,DOG / WEKE,14.16,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,DOG / WEKE,14.16,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,DOG / WEKE,14.16,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,HYDROGEN,13.5,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,HYDROGEN,13.5,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,HYDROGEN,13.5,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,HYDROGEN,13.5,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,BEETLE,13.33,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,BEETLE,13.33,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,BEETLE,13.33,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,BEETLE,13.33,Aluminum,602006-0,,Yellow
WOLF,18.13,Aluminum,WASP,13.2,Aluminum,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,WASP,13.2,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,WASP,13.2,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,1-602031-6,Y2-22,Yellow
WOLF,18.13,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,AMPACT LUG (CU),12.7,Copper,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,AMPACT LUG (CU),12.7,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,PIGEON,12.5,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,PIGEON,12.5,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,RACCOON,12.3,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,RACCOON,12.3,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,PETREL,11.71,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,PETREL,11.71,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,GRASSHOPPER,11.7,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,GRASSHOPPER,11.7,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,HELIUM / GARNET,11.3,Aluminum,1-602031-7,Y2-28,Yellow
WOLF,18.13,Aluminum,HELIUM / GARNET,11.3,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,HELIUM / GARNET,11.3,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,7 / 144 ALI,11.0,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,7 / 144 ALI,11.0,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,7 / 144 ALI,11.0,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,MINK / RANGO,10.98,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,MINK / RANGO,10.98,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,MINK / RANGO,10.98,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,1-602031-9,,Yellow
WOLF,18.13,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,602002-0,,Yellow
WOLF,18.13,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,1-602031-8,,Yellow
WOLF,18.13,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,1-602031-9,,Yellow
WOLF,18.13,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,602002-0,,Yellow
WOLF,18.13,Aluminum,HAKE,10.41,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,HAKE,10.41,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,HAKE,10.41,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,FLY / SNIPE,10.2,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,FLY / SNIPE,10.2,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,FLY / SNIPE,10.2,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,RAVEN,10.11,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,RAVEN,10.11,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,RAVEN,10.11,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,RABBIT,10.0,Aluminum,1-602031-8,,Yellow
WOLF,18.13,Aluminum,RABBIT,10.0,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,RABBIT,10.0,Aluminum,602002-0,,Yellow
WOLF,18.13,Aluminum,19 / 072 CU,9.15,Copper,1-602031-9,,Yellow
WOLF,18.13,Aluminum,FLUORINE,9.0,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,KUTU / FERRET,9.0,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,LAMPREY,8.97,Aluminum,1-602031-9,,Yellow
WOLF,18.13,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,1-602031-9,,Yellow
WOLF,18.13,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,602000-0,,Yellow
WOLF,18.13,Aluminum,LADYBIRD,8.4,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,LADYBIRD,8.4,Aluminum,602001-0,,White
WOLF,18.13,Aluminum,FOX,8.38,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,FOX,8.38,Aluminum,602001-0,,White
WOLF,18.13,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602031-8,,Yellow
WOLF,18.13,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602000-0,,Yellow
WOLF,18.13,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,2-602031-8,,Blue
WOLF,18.13,Aluminum,SPARROW,8.13,Aluminum,602031-8,,Yellow
WOLF,18.13,Aluminum,SPARROW,8.13,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,SPARROW,8.13,Aluminum,2-602031-8,,Blue
WOLF,18.13,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,602031-8,,Yellow
WOLF,18.13,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,602000-0,,Yellow
WOLF,18.13,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,2-602031-8,,Blue
WOLF,18.13,Aluminum,CHLORINE,7.5,Aluminum,602031-8,,Yellow
WOLF,18.13,Aluminum,CHLORINE,7.5,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,CHLORINE,7.5,Aluminum,2-602031-8,,Blue
WOLF,18.13,Aluminum,GOPHER / POKO,7.08,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,BORON,6.8,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,FLOUNDER,6.7,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,GNAT,6.62,Aluminum,602000-0,,Yellow
WOLF,18.13,Aluminum,19.052 CU (25.5MM2),6.6,Copper,602000-0,,Yellow
WOLF,18.13,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602031-9,,Yellow
WOLF,18.13,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602013-0,,Yellow
WOLF,18.13,Aluminum,SWAN,6.35,Aluminum,602031-9,,Yellow
WOLF,18.13,Aluminum,SWAN,6.35,Aluminum,602013-0,,Yellow
WOLF,18.13,Aluminum,7 / 080 CU,6.33,Copper,602031-9,,Yellow
WOLF,18.13,Aluminum,7 / 080 CU,6.33,Copper,602013-0,,Yellow
WOLF,18.13,Aluminum,MAGPIE,6.33,Aluminum,602031-9,,Yellow
WOLF,18.13,Aluminum,MAGPIE,6.33,Aluminum,602013-0,,Yellow
WOLF,18.13,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602031-9,,Yellow
WOLF,18.13,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602013-0,,Yellow
WOLF,18.13,Aluminum,HERRING / THRUSH,5.66,Aluminum,602013-0,,Yellow
WOLF,18.13,Aluminum,HERRING / THRUSH,5.66,Aluminum,602014-0,,Blue
WOLF,18.13,Aluminum,ARGON,5.3,Aluminum,602013-0,,Yellow
WOLF,18.13,Aluminum,ARGON,5.3,Aluminum,602014-0,,Blue
WOLF,18.13,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,1-602031-0,,Yellow
WOLF,18.13,Aluminum,MULLET,4.9,Aluminum,1-602031-0,,Yellow
WOLF,18.13,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,1-602031-0,,Yellow
WOLF,18.13,Aluminum,37 / .072 CU (95.3MM2),,Copper,1-602031-8,,Yellow
CATERPILLAR,17.7,Aluminum,BUTTERFLY,23.2,Aluminum,1-602031-3,Y2-20,Yellow
CATERPILLAR,17.7,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,1-602031-3,Y2-20,Yellow
CATERPILLAR,17.7,Aluminum,COCKROACH,21.1,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,COCKROACH,21.1,Aluminum,1-602031-3,Y2-20,Yellow
CATERPILLAR,17.7,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,SPIDER,20.0,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,SPIDER,20.0,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,CHAFER,19.9,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,CHAFER,19.9,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,IBIS,19.89,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,IBIS,19.89,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,NEON,18.8,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,NEON,18.8,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,WOLF,18.13,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,WOLF,18.13,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-4,Y2-31,Yellow
CATERPILLAR,17.7,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,DINGO / WETA,16.75,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,DINGO / WETA,16.75,Aluminum,602006-0,,Yellow
CATERPILLAR,17.7,Aluminum,KRYPTON,16.3,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,KRYPTON,16.3,Aluminum,1-602031-6,Y2-22,Yellow
CATERPILLAR,17.7,Aluminum,KRYPTON,16.3,Aluminum,602006-0,,Yellow
CATERPILLAR,17.7,Aluminum,HORNET,16.25,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,HORNET,16.25,Aluminum,1-602031-6,Y2-22,Yellow
CATERPILLAR,17.7,Aluminum,HORNET,16.25,Aluminum,602006-0,,Yellow
CATERPILLAR,17.7,Aluminum,CRICKET,16.1,Aluminum,1-602031-5,Y2-21,Yellow
CATERPILLAR,17.7,Aluminum,CRICKET,16.1,Aluminum,1-602031-6,Y2-22,Yellow
CATERPILLAR,17.7,Aluminum,CRICKET,16.1,Aluminum,602006-0,,Yellow
CATERPILLAR,17.7,Aluminum,WAXWING,15.94,Aluminum,1-602031-5,Y2-21,Yellow
